VeryGoodRL
1,3132617
1,3132447
0,6949711
0,6932919
0,6966779
0,69888145
0,71875113
0,7075892
0,73139024
0,7472551
0,7660582
0,69460094
0,69395524
0,6938609
1,0236367
1,1213955
0,7013135
0,6932019
0,8049084
0,74531806
0,94627213
0,7453734
0,754837
0,76840067
0,6939295
0,69335306
0,6935653
0,7032812
1,2927601
1,0445284
1,2112117
1,2268504
1,0063277
0,7122936
0,80585104
1,1468717
1,0160046
0,716093
0,6954703
1,2355667
1,2690996
1,0876874
1,1735847
1,247831
1,3041645
1,2597432
1,0854366
1,2877455
1,3086499
1,2924935
1,1599065
1,3117764
1,273335
1,3048108
1,3071926
1,2841015
0,8171337
0,6938825
1,3002928
1,2127458
1,1900817
1,0425211
1,3101999
1,3075632
1,3112589
1,2430358
0,7030836
1,0080209
1,2340701
1,0058231
0,91057587
0,8169908
0,77607566
1,1131351
1,3025476
1,3123639
1,3092325
1,2934595
0,9035226
1,3124999
1,2930607
1,3116366
0,93737125
0,88205653
1,2184929
1,265034
1,3100673
0,9725265
0,7431221
1,3106312
1,3008789
1,3109387
1,2074177
0,93059415
1,2306744
1,0187386
1,3058403
1,3121089
1,1864151
0,8554473
1,1284407
1,235998
1,2312694
1,2804736
1,270312
1,1644762
1,2919228
1,311111
1,3132117
1,2170678
1,3091475
1,0394685
1,31274
1,3101428
1,3132297
1,3063623
1,2584147
1,313047
1,2948208
1,2832469
1,30898
1,3115578
1,0758735
1,3125747
1,313197
1,3132176
1,3130473
1,3125169
1,308412
1,313002
1,31324
1,2918996
1,3132383
1,3120474
1,3076643
1,313044
1,2956121
1,3126208
1,3132329
1,3128479
1,3130997
1,3131897
1,3131119
1,3132349
1,3129464
1,3130652
1,3129764
1,2290876
1,310378
1,3059566
1,3129172
1,3130226
1,3129712
1,2976494
1,3044716
1,3011283
1,3099625
1,3130662
1,3125871
1,3116257
1,3132403
1,3131846
1,3130683
1,3127271
1,311634
1,3131007
1,3132104
1,3129632
1,3129947
1,3132434
1,3113691
1,3132538
1,3132516
1,3132097
1,3127911
1,3130856
1,311689
1,3121339
1,3132548
1,3127834
1,313248
1,313096
1,3131472
1,3132137
1,3127152
1,3128678
1,3116058
1,3132343
1,3132566
1,3131175
1,3132584
1,3091164
1,313252
1,3132538
1,3132604
1,3132607
1,3132576
1,3132483
1,3132547
1,3132612
1,3132612
1,2861407
1,3132405
1,3132597
1,3132579
1,3132604
1,3132035
1,3132522
1,3132362
1,3132582
1,3132612
1,3126161
1,313116
1,3132609
1,3132551
1,3132032
1,3130615
1,3132545
1,3132613
1,3132569
1,3127092
1,3132579
1,3098848
1,3128463
1,3132612
1,3132594
1,3131988
1,304434
1,3131036
1,3132594
1,3132615
1,3132491
1,3132573
1,3130729
1,3123378
1,3132612
1,3132613
1,3132602
1,3132243
1,3132589
1,3132597
1,313246
1,3127947
1,3132604
1,3132584
1,3132612
1,3132613
1,3132609
1,3132445
1,3132607
1,3132609
1,313248
1,3132613
1,3132597
1,3132612
1,3132609
1,3132613
1,3132615
1,3132615
1,3132612
1,313247
1,3132514
1,3132607
1,3132555
1,3131075
1,3132553
1,3132589
1,3132612
1,3132615
1,3132617
1,3132615
1,3132617
1,313256
1,3132558
1,3132613
1,3132612
1,3132612
1,3132612
1,3132609
1,3132613
1,3132615
1,3132617
1,3132617
1,3132613
1,3132615
1,3132331
1,3132615
1,3132613
1,3132597
1,3132584
1,3132576
1,3132617
1,3132615
1,3132615
1,3132558
1,3132615
1,3132617
1,3132615
1,3132615
1,3132617
1,3084958
0,7030971
0,7025279
0,69596076
0,69769967
0,7652999
0,6974501
0,69317937
0,74118865
0,7336297
0,70065796
0,6973845
0,6954079
0,69366944
0,709225
1,1257969
1,1896031
0,70056814
0,6931821
0,73723257
0,7323477
0,7462685
0,7389583
0,77796984
0,7585091
0,69379866
0,6933563
0,6948297
0,79028165
1,2237567
1,2868836
0,8088544
0,71171147
1,294942
0,9244211
0,6942501
0,69375175
1,23867
0,6943012
0,7186913
1,0617108
1,0634222
1,308721
1,3032436
1,2849851
1,164903
1,0568689
1,2406343
1,309148
0,9646927
1,3077492
1,300855
1,2762232
1,3028682
1,2985024
1,2402124
1,2416456
0,7112478
0,6935329
1,0151688
1,2039797
1,0861231
1,0292206
1,2875634
1,2939922
1,2867084
1,3092495
0,9758867
1,2848861
1,0937173
1,040738
1,3119438
1,1900829
0,7678993
1,2873986
1,0214682
0,8041043
0,8939998
1,3011885
0,72401124
0,8958254
0,81371653
1,2539432
1,3108193
1,2160852
0,9474364
0,86460847
0,8516825
1,2053343
1,239098
0,7531486
0,7036428
1,3081634
1,2824097
1,3116908
1,2758896
1,2408953
1,2481632
1,2875624
1,310275
0,9562643
1,2622292
1,3044211
1,2981516
1,3127704
1,279151
1,2761854
1,2221173
1,3116877
1,3127362
1,3130679
0,7002176
1,267862
1,311924
1,3131343
1,3127229
1,3114058
1,2899698
1,2307492
1,0439667
1,3023725
1,2547773
1,3130608
1,3106714
1,3110181
1,313209
1,3131523
1,3091145
1,3130432
1,3058218
1,3128055
1,3132104
1,3132463
0,8487871
1,1802692
0,7749846
1,3096827
1,313172
1,3131859
1,3049704
1,2957639
1,3096498
1,3131919
1,3082529
1,312563
1,1927685
1,3115892
1,3132463
1,3127439
1,246642
1,3043385
1,3124139
1,3130045
1,3131826
1,3131508
1,3105866
1,3023115
1,3098496
1,3132463
1,3127774
1,3066314
1,3125771
1,3126693
1,3132119
1,2848837
1,2844737
1,3131487
1,3131505
1,3132579
1,3132535
1,3132163
1,3131201
1,3117846
1,3131645
1,310022
1,3108257
1,3131235
1,3031137
1,3072643
1,3128793
1,3132496
1,3132498
1,3123491
1,3085464
1,313181
1,3132325
1,3121804
1,3132542
1,3129227
1,3129615
1,3112439
1,3132591
1,3132612
1,3132418
1,3129429
1,3082542
1,3131784
1,3132542
1,3132057
1,3031896
1,3018863
1,313172
1,3132604
1,3132582
1,3124852
1,3127245
1,3132057
1,3107046
